PANONCEAU;NOM MAGASIN;CENTRALE;LUNDI_HO;LUNDI_HF_MIDI;LUNDI_HO_MIDI;LUNDI_HF;MARDI_HO;MARDI_HF_MIDI;MARDI_HO_MIDI;MARDI_HF;MERCREDI_HO;MERCREDI_HF_MIDI;MERCREDI_HO_MIDI;MERCREDI_HF;JEUDI_HO;JEUDI_HF_MIDI;JEUDI_HO_MIDI;JEUDI_HF;VENDREDI_HO;VENDREDI_HF_MIDI;VENDREDI_HO_MIDI;VENDREDI_HF;SAMEDI_HO;SAMEDI_HF_MIDI;SAMEDI_HO_MIDI;SAMEDI_HF;DIMANCHE_HO;DIMANCHE_HF_MIDI;DIMANCHE_HO_MIDI;DIMANCHE_HF;GPS_LATITUDE;GPS_LONGITUDE;ADRESSE;CP;VILLE;TEL;FAX;JOURS_FERIES_NATION;URL_MAGASIN;INSEE;CONCEPT_ANIMALERIE;CONCEPT_AUTO;CONCEPT_BIJOUX;CONCEPT_BORNE;CONCEPT_BRICO;CONCEPT_DRIVE;CONCEPT_ESPACE_CULTUREL;CONCEPT_EXPRESS;CONCEPT_JARDIN;CONCEPT_JOUET;CONCEPT_LOCATION;CONCEPT_OPTIQUE;CONCEPT_PARAPHARMACIE;CONCEPT_SPORT;CONCEPT_STATION;CONCEPT_UHPS;CONCEPT_VOYAGES
0751;SAINT BRICE COURCELLES;SCAPEST;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:00;;;;;49.2811;4.0049;LA CROIX MAURENCIENNE;51370;SAINT BRICE COURCELLES;03.26.86.98.00;03.26.86.98.01;25-12;www.e-leclerc.com/st-brice-courcelles;51474;N;Y;Y;Y;N;Y;Y;Y;N;N;Y;Y;Y;N;Y;Y;Y
0472;LE MANS;SOCAMAINE;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;08:30;;;20:30;;;;;48.02189;0.2281;ROUTE DE BONNETABLE;72016;LE MANS CEDEX 2;02.43.74.60.00;02.43.74.60.01;15-08,25-12;www.e-leclerc.com/le-mans;72181;N;N;Y;N;N;Y;N;N;N;N;Y;Y;Y;N;Y;N;Y
0450;CARENTAN;SCANORMANDE;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;49.301506;-1.230632;CHEMIN DE LA CHUQUE ST HILAIRE PETITVILLE BP 119;50500;CARENTAN;02.33.71.64.44;02.33.71.03.41;15-08,01-11,25-12;www.e-leclerc.com/carentan;50099;N;N;Y;N;N;Y;Y;N;Y;N;Y;Y;N;N;Y;N;Y
0453;CHATEAU GONTIER;SCAOUEST;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;47.83181;-0.686301;Avenue Georges Pompidou  Zone de la Fougetterie;53200;CHATEAU GONTIER;02.43.09.17.20;02.43.09.17.29;15-08,11-11;www.e-leclerc.com/chateau-gontier;53062;N;Y;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;Y;Y
0282;CASTELSARRASIN;SOCAMIL;09:00;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;;;;;44.06383;1.097112;1400 ROUTE DE MOISSAC;82100;CASTELSARRASIN;05.63.32.78.00;05.63.32.78.09;01-11,11-11,25-12;www.e-leclerc.com/castelsarrasin;82033;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
0284;CARPENTRAS;LECASUD;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;;;20:00;08:30;12:30;;;44.052307;5.041359;BOULEVARD ALFRED NAQUET BP 30;84201;CARPENTRAS CEDEX;04.90.63.16.83;04.90.67.17.27;25-12;www.e-leclerc.com/carpentras;84031;N;N;Y;N;N;N;Y;N;N;N;N;N;N;N;Y;N;Y
0572;SABLE;SCAOUEST;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;47.837273;-0.303465;LA TUILERIE ROUTE DU MANS;72300;SABLE SUR SARTHE;02.43.95.06.40;02.43.95.84.34;15-08,01-11,11-11,25-12;www.e-leclerc.com/sable;72264;N;Y;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
0576;SAINT PIERRE;SCANORMANDE;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;09:00;;;20:00;;;;;49.290863;1.045023;ROUTE DE PONT DE L'ARCHE  ZI DES GRANDS PRES;76320;ST PIERRE LES ELBEUF;02.32.96.24.00;02.32.96.24.01;15-08,01-11,11-11,25-12;www.e-leclerc.com/st-pierre;76640;Y;N;Y;Y;N;Y;N;N;Y;N;N;Y;Y;N;Y;N;Y
0577;COULOMMIERS;SCAPEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;48.80378;3.090413;BOULEVARD DE LA MARNE ZONE INDUSTRIELLE;77120;COULOMMIERS;01.64.03.62.12;01.64.20.82.40;15-08,01-11,25-12;www.e-leclerc.com/coulommiers;77131;N;Y;Y;N;N;Y;N;N;N;N;Y;Y;Y;N;Y;N;Y
0468;RIBEAUVILLE;SCAPALSACE;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:00;;;;;48.189857;7.338684;12 RUE DE L'INDUSTRIE;68150;RIBEAUVILLE;03.89.73.27.40;03.89.73.27.59;15-08,01-11,11-11,25-12;www.e-leclerc.com/ribeauville;68269;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;Y;N;Y
0471;CHALON SUR SAONE;SOCARA ;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;12:30;;;46.8125;4.8554;RUE PAUL SABATIER ZI NORD;71100;CHALON SUR SAONE;03.85.97.94.94;03.85.97.94.95;15-08,01-11,11-11,25-12;www.e-leclerc.com/chalon-sur-saone;71076;N;N;Y;N;N;Y;Y;N;N;N;N;Y;Y;N;Y;N;Y
0728;ANETDIS;SOCAMAINE;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;;;20:00;08:30;12:30;;;48.86391;1.459873;ZAC du Debucher;28260;ANET;02.37.38.09.48;02.37.48.54.72;25-12;www.e-leclerc.com/anet;28007;Y;N;Y;N;N;Y;N;N;Y;N;Y;Y;N;N;Y;N;Y
0731;VILLEMUR;SOCAMIL;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;12:30;43.85773;1.506599;31 RUE PIERRE MARCHET;31340;VILLEMUR SUR TARN;05.34.27.23.30;05.34.27.23.31;15-08,01-11,11-11,25-12;www.e-leclerc.com/villemur;31584;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;N;N;Y;N;Y
0115;AURILLAC;SOCAMIL;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;44.914345;2.441296;ZAC DE LA JORDANNE;15000;AURILLAC;04.71.64.25.05;04.71.64.09.28;25-12;www.e-leclerc.com/aurillac;15014;N;N;N;Y;N;Y;Y;N;N;N;N;Y;N;N;Y;N;Y
0110;ROMILLY SUR SEINE;SCAPEST;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:30;09:00;;;19:30;;;;;48.50425;3.762496;Zone commerciale la Belle Idée RD619;10100;ROMILLY SUR SEINE;03.25.39.58.88;03.25.39.58.89;25-12;www.e-leclerc.com/romilly-sur-seine;10323;Y;Y;Y;Y;N;Y;Y;N;N;N;Y;Y;Y;Y;Y;Y;Y
0111;LIMOUX;SOCAMIL;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;;;;;43.07267;2.222057;ROUTE DE CARCASSONNE;11300;LIMOUX;04.68.74.60.60;04.68.31.75.91;15-08,01-11,25-12;www.e-leclerc.com/limoux;11206;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;N;N;Y;N;Y
0747;AGEN;SCALANDES;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:30;;;20:00;08:30;;;20:00;09:00;;;12:30;44.180805;0.67317;RD 813;47240;BON ENCONTRE;05.53.77.08.08;05.53.98.36.77;15-08,01-11,11-11,25-12;www.e-leclerc.com/agen;47001;N;Y;Y;N;N;Y;N;N;N;N;N;N;N;N;Y;N;Y
0750;AVRANCHES;SCANORMANDE;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;48.678864;-1.342362;ROUTE D'ISIGNY LE BUAT  - ST MARTIN DES CHAMPS;50300;AVRANCHES;02.33.79.48.60;02.33.58.48.96;01-11,25-12;www.e-leclerc.com/avranches;50025;N;Y;Y;N;N;Y;Y;N;N;N;N;N;N;N;Y;N;Y
0677;DAMMARIE LES LYS;SCADIF;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;20:00;;;;;48.50789;2.60716;Avenue André Ampère;77190;DAMMARIE LES LYS;01.64.79.34.34;01.64.37.01.91;01-11,11-11,25-12;www.e-leclerc.com/dammarie-les-lys;77152;N;N;N;Y;N;Y;Y;N;N;N;Y;Y;N;N;Y;Y;Y
0678;CONFLANS;SCAPNOR;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;21:00;08:30;;;20:30;09:00;;;12:45;49.008823;2.08508;Zone des Boutries - Rue des Belles Hâtes - BP 128;78700;CONFLANS SAINTE HONORINE;01.39.72.12.12;01.39.72.46.61;15-08,25-12;www.e-leclerc.com/conflans;78172;N;N;Y;Y;N;Y;Y;N;N;N;N;Y;N;N;Y;N;Y
0685;FONTENAY LE COMTE;SCACHAP;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;46.46478;-0.823438;AVENUE DU GENERAL DE GAULLE BP 73;85202;FONTENAY LE COMTE CEDEX;02.51.50.13.13;02.51.69.20.81;15-08,01-11,11-11,25-12;www.e-leclerc.com/fontenay-le-comte;85092;N;Y;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
0462;LOISON;SCAPARTOIS;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;50.43879;2.868859;RUE DE L'ABBAYE;62218;LOISON SOUS LENS;03.21.13.05.13;03.21.42.99.96;15-08,01-11,11-11,25-12;www.e-leclerc.com/loison;62523;N;N;Y;Y;N;Y;N;N;N;N;N;Y;Y;N;Y;N;Y
0463;LA PARDIEU;SCACENTRE;;;13:00;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;08:30;;;20:00;;;;;45.761177;3.126576;175 BLD GUSTAVE FLAUBERT;63000;CLERMONT FERRAND;04.73.44.29.09;04.73.27.58.81;15-08,01-11,11-11,25-12;www.e-leclerc.com/la-pardieu;63113;N;N;Y;N;N;N;Y;N;N;N;N;Y;Y;N;Y;Y;Y
0694;VITRY SUR SEINE;SCADIF;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;;;;;48.79501;2.418253;QUAI JULES GUESDE;94405;VITRY SUR SEINE CEDEX;01.47.18.19.20;01.47.18.19.21;25-12;www.e-leclerc.com/vitry-sur-seine;94081;N;N;Y;Y;N;Y;Y;N;N;N;N;Y;Y;Y;Y;Y;Y
0742;CHAVANAY;SOCARA ;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:45;12:30;;;45.428574;4.740736;ZA de VERLIEU;42410;CHAVANAY;04.74.87.20.00;04.74.87.06.08;15-08,01-11,11-11,25-12;www.e-leclerc.com/chavanay;42056;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
0745;PITHIVIERS;SOCAMAINE;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;;;;;48.18879;2.247949;AVENUE DU 11 NOVEMBRE;45300;PITHIVIERS;02.38.30.30.60;02.38.30.35.09;15-08,01-11,11-11,25-12;www.e-leclerc.com/pithiviers;45252;N;N;Y;N;N;Y;N;Y;N;N;Y;Y;N;N;Y;N;Y
0425;VALDAHON;SCAPALSACE;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;;;;;47.14745;6.334809;GRANDE RUE;25800;VALDAHON;03.81.56.38.80;03.81.56.31.99;25-12;www.e-leclerc.com/valdahon;25578;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;Y;N;Y
0427;LE NEUBOURG;SCANORMANDE;14:00;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;20:30;08:45;;;19:30;09:30;12:30;;;49.14925;0.918509;ROUTE DE LOUVIERS BP 118;27110;LE NEUBOURG;02.32.35.09.53;02.32.35.29.33;15-08,01-11,25-12;www.e-leclerc.com/le-neubourg;27428;N;Y;Y;Y;Y;Y;N;N;Y;N;Y;Y;Y;Y;Y;Y;Y
0109;SAINT JEAN DU FALGA;SOCAMIL;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;;;;;43.095787;1.624981;AVENUE DES PYRENEES;09100;SAINT JEAN DU FALGA;05.61.69.77.00;05.61.60.68.87;15-08,01-11,11-11,25-12;www.e-leclerc.com/saint-jean-du-falga;09265;N;N;Y;N;N;Y;Y;N;N;N;N;N;N;N;Y;N;Y
0637;CHINON;SOCAMAINE;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;;;;;47.181484;0.265161;rue Georges Guynemer - Z.A.C. du Blanc Carroi;37500;CHINON;02.47.93.59.30;02.47.93.24.72;15-08,01-11,11-11,25-12;www.e-leclerc.com/chinon;37072;N;N;Y;N;N;N;Y;N;N;N;N;Y;Y;N;Y;Y;Y
0252;SAINT DIZIER;SCAPEST;08:45;;;19:45;08:45;;;19:45;08:45;;;19:45;08:45;;;19:45;08:45;;;19:45;08:45;;;19:45;09:00;;;12:30;48.62845;4.971378;RUE DES LOYES DIRECTION CHAUMONT;52115;SAINT-DIZIER CEDEX;03.25.56.37.37;03.25.56.53.04;15-08,01-11,11-11,25-12;www.e-leclerc.com/st-dizier;52448;N;N;Y;N;N;Y;N;Y;N;N;N;Y;N;N;Y;N;Y
0253;LAVAL;SOCAMAINE;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;21:00;09:00;;;20:00;;;;;48.054234;-0.736856;AVENUE DE LA COMMUNAUTE EUROPEENNE;53061;LAVAL CEDEX 9;02.43.49.71.00;02.43.49.11.86;15-08,01-11,11-11,25-12;www.e-leclerc.com/laval;53130;N;N;Y;N;N;Y;N;N;N;N;N;Y;Y;N;Y;N;Y
0258;CLAMECY;SCACENTRE;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;20:00;08:30;;;19:30;;;;;47.47098;3.519101;AVENUE ANTOINE SAINT EXUPERY;58500;CLAMECY;03.86.27.17.08;03.86.24.42.94;01-11,11-11,25-12;www.e-leclerc.com/clamecy;58079;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
0676;NEUFCHATEL;SCAPARTOIS;09:00;;;19:15;09:00;;;19:15;09:00;;;19:15;09:00;;;19:15;09:00;;;20:00;09:00;;;19:15;;;;;49.734135;1.433673;RUE DE LA GRANDE FLANDRE;76270;NEUFCHATEL EN BRAY;02.32.97.53.60;02.32.97.53.70;15-08,01-11,25-12;www.e-leclerc.com/neufchatel;76462;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
0421;BEAUNE;SCAPALSACE;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;09:00;12:30;;;47.041237;4.84411;ZAC DES MALADIERES;21200;BEAUNE;03.80.22.98.50;03.80.22.98.51;;www.e-leclerc.com/beaune;21054;N;N;Y;Y;N;Y;N;N;N;N;Y;N;N;N;Y;N;Y
0424;BERGERAC;SCASO;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;08:30;;;20:00;;;;;44.8365;0.4455;ROUTE DE BORDEAUX;24100;BERGERAC;05.53.63.68.68;05.53.63.68.66;25-12;www.e-leclerc.com/bergerac;24037;N;N;Y;N;N;Y;Y;N;N;N;Y;N;Y;N;Y;N;Y
0688;NEUFCHATEAU;SCAPALSACE;09:00;;;19:15;09:00;;;19:15;09:00;;;19:15;09:00;;;19:15;09:00;;;20:00;09:00;;;19:15;;;;;48.369892;5.706592;1273 AVENUE DIVISION LECLERC;88300;NEUFCHATEAU;03.29.06.02.02;03.29.94.13.51;15-08,01-11,25-12;www.e-leclerc.com/neufchateau;88321;N;N;Y;N;N;Y;Y;N;N;N;N;Y;Y;N;Y;N;Y
0691;MONTGERON;SCADIF;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;;;;;48.715614;2.446706;72 AVENUE JEAN JAURES;91230;MONTGERON;01.69.83.48.00;01.69.40.84.47;15-08,25-12;www.e-leclerc.com/montgeron;91421;N;N;N;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
0107;AUBENAS;LECASUD;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;09:00;;;20:00;;;;;44.59915;4.384194;QUARTIER LES CHAMPS;07200;ST ETIENNE DE FONTBELLON;04.75.88.42.00;04.75.35.36.39;25-12;www.e-leclerc.com/aubenas;07019;N;Y;Y;N;N;N;N;N;N;N;N;N;N;N;Y;N;Y
0108;VOUZIERS;SCAPEST;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;;;;;49.392128;4.688298;ZI RUE DU BLANC MONT;08400;VOUZIERS;03.24.71.70.58;;25-12;www.e-leclerc.com/vouziers;08490;N;Y;Y;N;N;N;N;N;N;N;N;Y;Y;N;Y;N;Y
0686;BUXEROLLES;SCACHAP;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;;;;;46.59684;0.351238;RUE DES ECOLES;86180;BUXEROLLES;05.49.45.51.00;05.49.47.64.74;15-08,01-11,11-11,25-12;www.e-leclerc.com/buxerolles;86041;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
0586;CHATELLERAULT;SCACHAP;08:30;;;19:45;08:30;;;19:45;08:30;;;19:45;08:30;;;19:45;08:30;;;19:45;08:30;;;19:45;;;;;46.825382;0.561158;144 AVENUE FOCH;86100;CHATELLERAULT;05.49.20.04.50;05.49.93.35.69;25-12;www.e-leclerc.com/chatellerault;86066;N;N;Y;N;N;Y;N;N;N;N;N;Y;Y;N;Y;N;Y
0588;CHARMES;SCAPALSACE;09:00;;;19:00;09:00;;;19:00;09:00;;;19:00;09:00;;;19:00;09:00;;;19:00;09:00;;;19:00;;;;;48.362076;6.302778;RUE CLAUDE BARRES;88130;CHARMES;03.29.38.81.81;03.29.38.93.04;15-08,01-11,25-12;www.e-leclerc.com/charmes;88090;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;Y;N;Y
0672;ALLONNES;SOCAMAINE;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;08:30;;;20:30;;;;;47.97418;0.158604;ROUTE DE LA SUZE;72700;ALLONNES;02.43.39.40.41;02.43.39.40.39;15-08,01-11,11-11,25-12;www.e-leclerc.com/allonnes;72003;N;N;Y;N;N;Y;N;N;N;N;N;Y;Y;N;Y;N;Y
0432;AUCH;SOCAMIL;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;09:00;;;20:00;;;;;43.66493;0.593058;LIEU DIT CLARAC;32000;AUCH;05.62.61.56.00;05.62.61.56.20;25-12;www.e-leclerc.com/auch;32013;N;Y;Y;Y;N;Y;Y;N;N;N;Y;Y;Y;N;Y;Y;Y
0436;ST MAUR - CAP SUD;SCACHAP;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;20:00;;;;;46.782925;1.650886;BD DU FRANC;36250;SAINT-MAUR - CAP SUD;02.54.08.99.00;02.54.60.80.48;15-08,01-11,11-11,25-12;www.e-leclerc.com/saint-maur-cap-sud;36202;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
0584;BOLLENE;LECASUD;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;44.3219;4.74365;ROUTE DE SAINT PAUL TROIS CHATEAUX;84507;BOLLENE CEDEX;04.90.51.36.00;04.90.40.45.26;15-08,01-11,11-11,25-12;www.e-leclerc.com/bollene;84019;N;Y;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
0428;BARJOUVILLE;SOCAMAINE;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;;;;;48.41126;1.463928;RUE DES ORVILLES;28630;BARJOUVILLE;02.37.91.59.70;02.37.30.13.91;;www.e-leclerc.com/barjouville;28220;N;N;Y;Y;N;Y;N;N;N;N;Y;Y;Y;N;Y;N;Y
0547;CASTELJALOUX;SCALANDES;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;13:00;;;44.314575;0.08;3 Rue Heni IV;47700;CASTELJALOUX;05.53.93.94.41;05.53.89.18.89;25-12;www.e-leclerc.com/casteljaloux;47052;N;N;Y;N;N;N;N;N;N;N;Y;Y;N;Y;Y;N;Y
0550;GRANVILLE;SCANORMANDE;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;48.8398;-1.5505;RTE DE VILLEDIEU YQUELON;50400;GRANVILLE;02.33.91.34.34;02.33.90.65.29;01-11,11-11,25-12;www.e-leclerc.com/granville;50218;N;N;Y;Y;Y;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
0551;FAGNIERES;SCAPEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;09:00;;;20:00;;;;;48.961308;4.317273;ROUTE D'EPERNAY;51510;FAGNIERES;03.26.69.35.35;03.26.69.35.39;15-08,01-11,11-11,25-12;www.e-leclerc.com/fagnieres;51242;N;Y;Y;N;N;Y;Y;Y;N;N;Y;Y;N;N;Y;N;Y
0416;RUFFEC;SCACHAP;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;46.02211;0.191563;52 ROUTE D'AIGRE;16700;RUFFEC;05.45.31.07.76;05.45.31.32.97;15-08,01-11,11-11,25-12;www.e-leclerc.com/ruffec;16292;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;N;N;Y;N;Y
0419;LUBERSAC;SCASO;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;12:30;45.448082;1.423074;Zone de Touvent;19210;LUBERSAC;05 55 98 68 40;;15-08,01-11,11-11,25-12;www.e-leclerc.com/lubersac;19121;N;N;N;N;Y;Y;N;N;N;N;Y;N;N;N;Y;N;N
0517;SURGERES;SCACHAP;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;46.110275;-0.740515;RUE JEAN-PHILIPPE RAMEAU BP 71;17700;SURGERES;05.46.27.63.90;05.46.07.57.82;15-08,01-11,11-11,25-12;www.e-leclerc.com/surgeres;17434;Y;N;Y;N;N;Y;Y;N;Y;N;Y;Y;N;Y;Y;N;Y
0518;SAINT AMAND-MONTROND;SCACENTRE;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;20:00;08:45;;;19:30;09:00;12:00;;;46.722393;2.537424;ROUTE DE CHARENTON;18200;SAINT-AMAND DE MONTROND;02.48.60.08.94;02.48.96.04.47;15-08,01-11,11-11,25-12;www.e-leclerc.com/st-amand-montrond;18197;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
0546;SAINT LAURENT;SCASO;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;44.868416;1.876806;AVENUE CHARLES DE GAULLE;46400;SAINT-LAURENT LES TOURS;05.65.38.00.65;05.65.38.36.22;15-08,01-11,11-11,25-12;www.e-leclerc.com/st-laurent;46273;N;N;Y;N;N;N;N;N;N;N;Y;N;N;N;Y;N;Y
0103;DOMÉRAT;SCACENTRE;12:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;46.36099;2.533002;rue de la cheveche;03410;DOMERAT;04.70.02.51.00;04.70.02.51.01;15-08,01-11,11-11,25-12;www.e-leclerc.com/domerat;63099;N;N;Y;Y;N;Y;Y;Y;N;N;N;Y;Y;N;Y;Y;Y
0104;MANOSQUE;LECASUD;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;09:00;12:30;;;43.837288;5.804072;ROUTE DE VOLX;04100;MANOSQUE;04.92.70.63.63;04.92.87.31.41;15-08,01-11,11-11,25-12;www.e-leclerc.com/manosque;04112;N;N;Y;N;N;Y;Y;N;N;N;N;Y;Y;N;Y;Y;Y
0105;GAP;LECASUD;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;08:30;;;20:00;09:00;;;12:30;44.563972;6.093542;ROUTE DES FAUVINS;05000;GAP;04.92.52.52.30;04.92.52.52.31;01-11,11-11,25-12;www.e-leclerc.com/gap;05061;N;Y;Y;N;N;Y;Y;N;N;N;N;Y;Y;N;Y;N;Y
0310;SAINT PARRES AUX TERTRES;SCAPEST;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;21:00;09:00;;;20:00;;;;;48.29667;4.131693;Avenue du Général de Gaulle;10410;SAINT PARRES AUX TERTRES;03.25.72.16.16;03.25.80.26.81;;www.e-leclerc.com/st-parres-aux-tertres;10357;Y;Y;Y;N;Y;Y;N;N;N;N;Y;Y;Y;N;Y;Y;Y
0311;NARBONNE;SOCAMIL;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;09:00;12:30;;;43.18575;2.98262;VOIE DES ELYSIQUES SAINT JEAN SAINT PIERRE;11100;NARBONNE;04.68.45.00.00;04.68.41.46.92;15-08,01-11,11-11,25-12;www.e-leclerc.com/narbonne;11262;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
